ID,Start_time,End_time,English,Español,Gloss
52,87205,88639,of a similar age to the boy.,de una edad similar a la del niño.,IGUAL2(1M) EDAD ALTURA-SEMEJANTE LOS-DOS B:ALTURA-SEMEJANTE 
53,88878,89809,The (girl’s) bike was approaching.,La bici (de la niña) se aproximaba.,cl.e(Xa):BICICLETA-desplazarse B:ALTURA-SEMEJANTE 
54,89815,90684,and the boy was still trying to manage his bike,y el niño ahí seguía tratando de manejar la suya, cl.m(A):agarrar-manillar 
55,90879,92455,The girl was cycling gracefully.,La niña pedaleaba con elegancia.,MUJER BICICLETA 
56,92464,92998,(She was) a little pretentious,(era) un poco presumida, IGUAL PRESUMIDO 
57,93008,93361,and very pretty,y muy guapa,BONITO^MARAVILLA 
58,93367,93862,(and was) riding (her bike),(iba) pedaleando, BICICLETA 
59,93965,94537,Both bikes crossed.,Ambas bicicletas se cruzaron., cl.e(Xa):BICICLETA-aproximarse-bicicleta 
60,94654,95830,the boy continued pedalling spellbound,El chico sigue pedaleando como embobado,HOMBRE cl.m(A):agarrar-manillar BOBO B:cl.m(A):agarrar-manillar cl.m(A):agarrar-manillar 
61,95902,96515,He looked at her spellbound.,La miraba como un bobo.,MIRAR B:cl.m(A):agarrar-manillar BOBO B:cl.m(A):agarrar-manillar 
62,96614,96913,His hat fell (to the ground),Se le cayó el sombrero.,cl.d(Q&amp;gt;5):sombrero-caerse-hacia-atrás cl.d(Lc&amp;gt;5):sombrero-caerse-hacia-atrás 
63,97046,97344,but he continued pedalling without taking his eyes off her,Siguió pedaleando sin apartar sus ojos de ella, cl.m(A):agarrar-manillar 
64,97620,98030,along the road,circulando por el camino,cl.e(Xa):BICICLETA-sobre-suelo cl.e(Bh):SUELO 
65,98036,98744,when the bike collided with a stone,la bicicleta choca con una piedra, PIEDRA cl.e(Xa):BICICLETA-chocar-piedra cl.e(5d):PIEDRA 
66,98746,99220,(and) he fell,(y) se cae,cl.e(Xa):BICICLETA-caer B:cl.e(5d):PIEDRA 
67,99601,101640,The pears he was carrying in the basket on the handlebar rolled and scattered on the floor.,Las peras que llevaba en el cesto sobre el manillar salieron rodando dispersándose por todas partes.,PERA B:cl.e(5d):PIEDRA cl.d(A):manillar-de-bici CESTO cl.d(A&amp;gt;5):peras-expandirse 
68,102284,103876,and the girl continued (as if nothing had happened),Y la niña se fue (como si nada),AHORA INDX MUJER ALEJARSE 
69,103952,104646,(The boy got injured) when he fell,Al caerse (el niño se hizo daño),cl.e(2b):PERSONA-caer-suelo cl.e(Bh):SUELO SUFRIR B:cl.e(Bh):SUELO 
70,104691,106946,"""I have hurt my knee badly!""-he said in pain and began to rub it.","""¡Qué daño me he hecho en la rodilla!""-se dijo dolorido y comenzó a frotársela.",DOLOR B:cl.e(Bh):SUELO G:¡uuuy! B:cl.e(Bh):SUELO DOLOR B:cl.e(Bh):SUELO INDX cl.c(1):PIERNA G:frotarse-rodilla DOLOR cl.c(1):PIERNA FROTAR B:cl.c(1):PIERNA 
71,107148,109296,He then saw three young boys,Casualmente vio tres jóvenes,CASUAL B:cl.c(1):PIERNA MIRAR B:cl.c(1):PIERNA TRES B:cl.c(1):PIERNA JOVEN B:cl.c(1):PIERNA TRES B:cl.c(1):PIERNA 
72,109307,109700,approaching,(que) se acercaron.,cl.e(3):PERSONAS3-aproximarse B:cl.c(1):PIERNA 
73,109795,112313,They had seen the whole scene ,Ellos habían visto toda la escena ,MIRAR B:cl.c(1):PIERNA TODO PELÍCULA PASADO 
74,112324,112775,(and had seen) him falling from the bike. ,(habían visto) como se había caído de la bicicleta. ,cl.e(Xa):BICICLETA-caer+de-suelo cl.e(Bh):SUELO 
75,112789,113096,They had seen him,lo habían visto,MIRAR 
76,113101,113619,"""Look at him!"" (they thought)","""¡Mira tú!"" (pensaron)",MIRA-TÚ 
77,113744,115173,One of the youngsters carried a ball on a racket.,Uno de los jóvenes hacía botar una pelota sobre una raqueta.,HOMBRE PERSONA UNO cl.m(Xc):accionar-raqueta 
78,115275,116265,It was a spade type racket with a ball tied to it that bounced back and forth.,Era una raqueta tipo pala con una pelota atada que se hace botar sobre ella.,cl.d(1):raqueta cl.m(Xc):raqueta VER cl.e(Cc):PELOTA-botar cl.m(Xc):accionar-raqueta 
79,116356,117826,He was playing with it without much enthusiasm.,Iba jugando a eso sin mucho entusiasmo.,cl.m(Xc):accionar-raqueta 
80,117892,118310,What did the three do?,¿Qué hicieron los tres?,LOS-TRES 
81,118422,119055,(They) help(ed him).,Ayudar., AYUDAR 
82,119142,119621,Since the child had fallen ,Como el niño se había caído ,MOTIVO B:AYUDAR cl.e(Xa):BICICLETA-caer-suelo cl.e(Bh):SUELO 
83,119628,119916,they helped him.,le ayudaron.,AYUDAR 
84,119983,120529,Two of them approached the boy,Dos de ellos se acercaron, cl.e(1):PERSONAS2-aproximarse 
85,120535,121148, wondering what they could do., preguntándose qué podían hacer., G:ayudaremos 
86,121213,123197,They began to put back all the pears in the basket.,Se pusieron a meter de nuevo todas las peras en la cesta., cl.m(5):echar-fruta PERA B:cl.m(5):echar-fruta cl.m(A&amp;gt;5):echar-fruta cl.m(5):echar-fruta cl.m(A&amp;gt;5d):echar-fruta-en+cesta cl.e(Xc):CESTA cl.m(5d):echar-fruta cl.m(A&amp;gt;5d):echar-fruta 
87,123248,124154,everything was back in place in the basket.,Ya estaba todo en su sitio en la cesta., LISTO G:todo-preparado CESTO 
88,124331,125014,The boy climbed on the bike,El niño se montó de nuevo en la bicicleta,cl.e(2b):PERSONA-ascender+a-bicicleta cl.e(Bl):BICICLETA 
89,125024,125631,and thanked the youngsters,y dio las gracias a los jóvenes,HOMBRE B:cl.e(Bl):BICICLETA GRACIAS 
90,125697,126953,He put the basket (on the handlebar).,Subió la cesta (sobre el manillar), hhh PERA cl.m(Xc):colocar-cesta cl.m(Xc):colocar-cesta 
91,126961,128112,and cycled away,y la colocó, B:cl.m(Xc):colocar-cesta LISTO 
92,128157,129383,The three youngsters walked away,Los tres jóvenes se alejaron,ALEJARSE B:ASÍ TRES B:ASÍ cl.e(3):PERSONAS3-alejarse B:ASÍ 
93,129401,130888,While the boy cycled into the distance.,a la par que se alejaba el niño en su bicicleta.,cl.e(3):PERSONAS3-alejarse-bicicleta cl.e(Xa):BICICLETA-alejarse-personas3 
94,130950,132337,The three children were walking two continued (and),Los tres niños caminaban dos prosiguieron (y),B:cl.e(3):PERSONAS3 B:cl.e(3):PERSONAS3 INDX CAMINAR cl.e(2):PERSONAS2-alejarse INDX 
95,132343,133541,one noticed,uno (lo) vio,UNO MIRAR 
96,133554,135161,the forgotten hat ,el sombrero olvidado,OLVIDAR SU(1M) SOMBRERO 
97,135170,135716,that had fallen to the ground,que había caído al suelo, cl.d(Q):sombrero-caído 
98,135974,136976,and he whistled to the boy.,y le silba.,INDX.PRO SILBAR 
99,137308,137857,The boy on the bicycle heard the whistle ,El niño de la bicicleta oyó el silbido , BICICLETA OÍR cl.e(Xa):BICICLETA 
100,137866,138924,and turned to see where it came from,y se giró para ver de donde provenía,MIRAR B:cl.e(Xa):BICICLETA 
101,138977,139688,"""Wait!""","""Espera!""",ESPERAR2 B:cl.e(Xa):BICICLETA ESPERAR2 B:cl.e(Xa):BICICLETA 
102,139709,140409,He took the hat to the boy ,Se acercó con el sombrero , cl.m(Q):agarrar-sombrero 
103,140430,141261,and handed it over. ,y se lo entregó. ,YA B:cl.m(Q):agarrar-sombrero cl.m(Q):dar-sombrero 
104,141609,146003,The boy gave him three pears in appreciation for having recovered his hat.,En agradecimiento a estos tres jóvenes por haber recuperado su sombrero el niño le entregó tres peras.,HOMBRE TRES LO-DE-ANTES COMPENSACIÓN GRACIAS SOMBRERO TRES PERA cl.m(5d):dar-fruta cl.m(5d):dar-fruta 
105,146128,146765,Upon receiving the fruit the boy thanked him,Al recibir la fruta el chico le dio las gracias, cl.m(5d):agarrar-fruta GRACIAS(1M) B:cl.m(5d):agarrar-fruta 
106,146799,147152,"""Thank You he said""","""Gracias""",GRACIAS(1M) B:cl.m(5d):agarrar-fruta 
107,147256,147638,and left.,y se marchó,ALEJARSE B:cl.m(5d):agarrar-fruta 
108,147704,148237,The boy on the bicycle also left,El niño de la bicicleta también se fue,INDX ALEJARSE 
109,148258,149037,One of the three boys who were walking ,Uno de los tres chicos que iban andando ,cl.e(3):PERSONAS3 INDX cl.e(3):PERSONAS3-desplazarse 
110,149071,149765,distributed the pears between them.,repartía las peras con los otros., REPARTIR 
111,149821,150835,They continued walking.,Seguían caminando.,cl.e(3):PERSONAS3-desplazarse CONTINUAR 
112,150990,153294,In the meantime the man who was up in the tree climbed down.,Entretanto el hombre que estaba subido al árbol bajó de éste.,G:mmm OTRO HOMBRE cl.e(2d):PERSONA-ascender+a-árbol cl.e(5):ÁRBOL cl.e(2d):PERSONA-descender+de-árbol cl.e(5):ÁRBOL 
113,153390,154733,loaded with pears  ,Cargado de peras  , cl.m(4d):agarrar-delantal AHORA B:cl.m(4d):agarrar-delantal cl.m(4d):agarrar-delantal 
114,154769,155190,He was surprised ,se quedó atónito ,MENTE-APAGADA(1M) B:cl.m(4d):agarrar-delantal 
115,155208,156276, to see that one of the three baskets,al ver que antes había tres cestas,MIRAR B:cl.m(4d):agarrar-delantal LO-DE-ANTES B:cl.m(4d):agarrar-delantal TRES B:cl.m(4d):agarrar-delantal 
116,156368,157461,"had disappeared. ""It can't be"" he said.","y (una había) desaparecido. ""No puede ser"" se dijo.", DESAPARECER PODER3 B:DESAPARECER 
117,157489,158594,He looked back (at the baskets),Volvió a mirar,B:PODER3 B:DESAPARECER MIRAR B:DESAPARECER 
118,158647,160526,"""This is weird! Very confusing!"" He said unbelievingly","""¡Qué raro es todo esto! ¡Qué confuso! "" se dijo incrédulo", COMPLICADO POCO B:COMPLICADO COMPLICADO 
119,160548,161587,learning on the tree trunk.,apoyándose en el tronco del árbol.,cl.e(2b):PERSONA-apoyarse-tronco cl.e(B):TRONCO 
120,161850,163446,When the three boys approached ,A medida que se acercaban los tres chicos ,cl.e(3):PERSONAS3-aproximarse B:cl.e(B):TRONCO 
121,163521,164731,he looked at them attentively,Los observó con atención,MIRAR B:cl.e(B):TRONCO 
122,164745,165550,(and saw that) they had pears.,(pudo comprobar que) llevaban peras.,HABER cl.m(B):llevar-peras PERA 
123,165566,166140,They continued on their way,Siguieron su camino,TRES cl.e(3):PERSONAS3-desplazarse 
124,166156,167556,"""How strange!"" he thought ""this can’t be true."" ","""¡Qué extraño!"" pensó ""Sí que es raro"". ", MENTE-APAGADA RARO 
125,167569,168405,(The youngsters) went away,(Los chicos) se alejaron,ALEJARSE G:mano-en-cintura G:¡qué-raro! B:G:mano-en-cintura 
126,171063,171643,End.,Fin., FIN 
1,256,1266,Can we start?,¿Empezamos?, EMPEZAR 
2,1496,2316,Do you want me to?,¿Quieres,QUERER 
3,2316,4526,Tell you a past story?,(que te) cuente (una) historia pasada?, INFORMAR PASADO(2Msu) HISTORIA 
4,4526,7346,A child whose sign is this,Un niño (su signo es) éste,INDX HOMBRE PERSONA SN:niño 
5,7346,9296,A frog whose sign is this,(una) rana (su) signo (es) éste, RANA SIGNO SN:rana 
6,9296,11706,And a dog whose sign is this,(y un) perro (su signo es) éste.,PERRO SN:perro 
7,12016,15806,Then the child [with this sign] is facing the frog [whose sign is],Entonces el niño [su signo] (está) mirando la rana [su signo], ENTONCES HOMBRE PEQUEÑO2 SN:niño MIRAR RANA SN:rana 
8,15806,17406,which is in a glass jar,(que está) dentro de un frasco de cristal, DENTRO CRISTAL2 cl.d(B):frasco-forma 
9,17406,19186,The dog (which is near) is also looking,El perro (al lado también está) mirando,PERRO SN:perro MIRAR 
10,19196,20136,and playing (with the frog),(y) jugando (con la rana), JUGAR 
11,20136,21256,the bed is behind them,(tiene) la cama detrás, CAMA cl.e:CAMA-localización 
12,21256,22646,and playing (with the frog),(está) jugando (con la rana)., JUGAR 
13,22806,23536,It is night,(Es) de noche, NOCHE 
14,23536,26230,There is a glass window in front,hay enfrente unha ventana de cristales, VENTANA MIRAR cl.d(4):ventana-forma 
15,26230,26905,that is open,que está abierta,cl.e(B):VENTANA-ascender cl.e(Bh):VENTANA 
16,26905,28780,(and one can see) the sun set,(y se ve) el sol caer, ANOCHECER 
17,28836,31006,The boy has gone to bed,El niño se ha metido en cama,HOMBRE PEQUEÑO2 ACOSTARSE 
18,31006,32676,and the dog (sleeps) at the foot of the bed,(y) el perro (duerme) a los pies de la cama,PERRO B:ACOSTARSE cl.e(2d):PERRO-sobre-cama cl.e(Bh):CAMA 
19,32736,34706,The sun has risen,Ha salido el sol,YA AMANECER SOL 
20,34846,35890,(The child goes to) see (the frog),(El niño se dirige a) ver (la rana),MIRAR 
21,35890,37946,(But) the frog has disappeared,(pero) la rana ha desaparecido,PERRO- RANA DESAPARECER 
22,37986,40596,"(The child asks) ""Where is it?""","(El niño) ""¿Dónde (está)?""",MIRAR B:DESAPARECER DÓNDE G(5)(2M):interrogativo 
23,40596,41837,(The child begins to) worry ,(El niño empieza a) preocuparse, PROBLEMA 
24,41956,44916,(That) the frog would bite her at night ,La rana antes por la noche pícara ella, RANA ANTES2 NOCHE G(X)(2M):maquinación 
25,44916,46996,(since) the bottle (it was in) had no lid on it,(como) el frasco de cristal (en el que estaba) no tenía tapa,CRISTAL2 cl.d(B):forma-frasco cl.m(5d):abrir-tapa B:cl.d(B):forma-frasco NADA(1M) B:cl.d(B):forma-frasco 
26,46996,47776,The frog looked out,se asomó,cl.e(2d):asomarse-frasco cl.e(B):FRASCO 
27,47776,48276,stretched a leg to the ground,estiró una anca hasta el suelo,cl.c(X):PATA-estirar cl.c(X):PATA 
28,48276,49096,And walked stealthily,caminó sigilosa, cl.c(X):PATAS-andar 
29,49096,49696,and disappeared.,(y) desapareció.,DESAPARECER(1M) 
30,49806,51178,Then what is the matter?,Entonces ¿cuál (es) la cuestión?, ENTONCES PROBLEMA QUÉ 
31,51178,53537,The child is looking for it,El niño busca dónde está,SN:niño BUSCAR(2Msu) DÓNDE 
32,53537,54079,looking for it,busca, BUSCAR(2Msu) 
33,54079,54997,He calls out (to it),(la) llama,GRITAR2 
34,54997,55422,looking for it,busca..., BUSCAR(2Msu) 
35,55546,56486,The dog sniffs the jar,El perro se mete en el frasco,PERRO MIRAR- cl.e(2d):PERRO-entrar-frasco cl.e(B):FRASCO 
36,56496,57071,to smell it,(para) olerlo,OLER2 B:cl.e(B):FRASCO 
37,57071,57679,It is sniffing the jar ,está oliendo el frasco,cl.e(2d):PERRO+FRASCO-desplazarse cl.e(B):PERRO+FRASCO-desplazarse 
38,57679,58320,and it is stuck,y se le queda atorado, cl.e(C):FRASCO-en-cabeza 
39,58320,59219,with its snout inside,con la cabeza dentro,cl.c(A):cabeza-entrar-frasco cl.e(C):FRASCO 
40,59221,59772,What a disappointment,qué chasco,IRREVERSIBLE B:cl.e(C):FRASCO 
41,59775,60597,It remains there with its snout in the jar.,se queda aí con la cabeza en el frasco., cl.e(C):FRASCO-en-cabeza 
42,60886,62195,The child continues the search,El niño busca,HOMBRE SN:niño BUSCAR(2Msu) 
43,62195,63060,Looks inside a boot,mira en una bota, BOTA MIRAR 
44,63060,63441,looking for it,busca,BUSCAR 
45,63441,63793,It is not there,(allí) no (está),NO 
46,63794,64710,Looks under the bed,Va por debajo de la cama, CAMA cl.e(1):TRAIECTORIA-desplazarse-cama cl.e(Bh):CAMA 
47,64710,65020,"""Not there""","""no (está)""",NO 
48,65020,66299,searches everywhere,busca (por todas partes), BUSCAR(2Msu) 
49,66304,67154,in the window,En la ventana,MIRAR VENTANA 
50,67154,68342,It surely must be there,seguro (que está) ahí,INDX ES.SEGURO 
51,68342,68973,(approaches and) looks out the window,(Se acerca y) mira por la ventana,MIRAR VENTANA 
52,68973,69870,Calls out (to the frog),llama (a la rana),GRITAR2 
53,69981,71188,The dog is (next to the child),El perro está (al lado del niño),PERRO MIRAR 
54,71188,72259,It falls out the window,cae por la ventana,cl.e(2d):PERRO-caer+de-ventana cl.e(Bh):VENTANA 
55,72259,72966,And the bottle with the snout falls to the ground,y el frasco de la cabeza cae al suelo, cl.e(C):FRASCO-descender 
56,72966,73652,and breaks into pieces,y se rompe en añicos, cl.d(A&amp;gt;5):frasco-desintegrarse 
57,73652,74488,The dog rejoices,él se alegra,INDX CONTENTO 
58,74488,76594,The child jumps out the window,El niño salta por la ventana,INDX HOMBRE SN:niño cl.e(2d):PERSONA-saltar+de-ventana cl.e(Bh):VENTANA 
59,76594,77177,takes the dog in his arms,coge al perro en brazos, cl.m(C):coger-perro 
60,77177,78216,and it licks his face,que le lame la cara,cl.c(B):LENGUA-lamer cl.m(C):sostener-perro 
61,78216,79102,(The boy is) angry,(El niño está) enojado,RABIA B:cl.m(C):sostener-perro 
62,79102,80327,thinking of the frog,pensando en la rana, MENTE^OBJETIVO RANA 
63,80327,80759,thinking about,pensando en, MENTE^OBJETIVO 
64,80759,82206,Find where it is,buscar dónde (está), BUSCAR(2Msu) DÓNDE 
65,82231,83631,The dog is looking for it,El perro (está) buscando,INDX? SN:perro BUSCAR(2Msu) 
66,83631,84270,Looking for it,va buscando,cl.e(2d):PERRO-desplazarse 
67,84270,85277,The boy goes with the dog,el niño va con el perro,SN:niño cl.e(1):PERRO-desplazarse+con-persona cl.e(1):PERSONA-desplazarse+con-perro 
68,85277,86495,The dog and the boy are walking.,van el perro y el niño.,cl.e(2d):PERRO-desplazarse+con-persona cl.e(1):PERSONA-desplazarse+con-perro 
69,86734,87313,They are searching.,Miran,MIRAR 
70,87313,87735,while on the go,mientras se desplazan,cl.e(2d):PERRO-desplazarse+con-persona cl.e(1):PERSONA-desplazarse+con-perro 
71,87735,88288,Where (could the frog be)?,dónde [puede estar la rana],DÓNDE 
72,88288,89963,Then the boy looks up high,Entonces el niño ve en lo alto, ENTONCES SN:niño MIRAR 
73,89968,91182,"""It is in this tree","""(Está) en este árbol", ÁRBOL INDX 
74,91182,91588,I sensed it.,lo intuyo.,OLER 
75,91588,91890,I've heard it,Lo he escuchado,ESCUCHAR(2) 
76,91890,92473,I think so.,"me parece.""", PARECER(2M) 
77,92473,93473,sees a burrow (on the ground),(En el suelo) ve una madriguera,MIRAR cl.d(1):madriguera-forma cl.e(C):MADRIGUERA 
78,93473,93938,and screams within her,grita dentro de ella, cl.e(C):MADRIGUERA 
79,93938,94931,An animal comes out of the burrow and slams her face,un animal sale de su interior y se estampa en su cara,cl.e(5d&amp;gt;Cc):ANIMAL-ascender-madriguera cl.e(C):MADRIGUERA 
80,94941,95498,(What a disappointment),(qué chasco)., G(5)(2M):chasco 
81,95498,96409,The animal goes,El animal se va,cl.e(2d):ANIMAL-chocar cl.e(C):MADRIGUERA cl.e(2d):ANIMAL cl.e(C):MADRIGUERA 
82,96409,97102,Leaper with its rodent teeth,saltarín con sus dientes de roedor,INDX cl.e(2d):ANIMAL-ascender-madriguera cl.e(B):MADRIGUERA 
83,97102,98466,moves into the distance.,se aleja,cl.e(2d):ANIMAL-alejarse-madriguera cl.e(B):MADRIGUERA G(5):allá-va 
84,98466,100734,The dog sees a hive at the tree top,El perro ve una colmena (que hay en la copa de un) árbol,PERRO MIRAR ÁRBOL COLMENA 
85,100734,102523,with wasps swirling around,con avispas volando alrededor, cl.e(Lc):AVISPAS-volar VOLAR cl.e(Lc):AVISPAS-volar 
86,102523,103341,they sting!,¡(que) pican!,cl.e(Lc):AVISPA-chocar-brazo cl.c:brazo G(5):dolor 
87,103341,104276,and swirl around,vuelan alrededor, cl.e(Lc):AVISPAS-volar 
88,104306,105191,The dog gets up,El perro,INDX PERRO cl.c(Bg):orejas 
89,105191,105498,sees [something] (at the top),ve [algo] (en lo alto),MIRAR 
90,105498,105806,on two legs,está sobre las dos patas,BUSCAR 
91,105806,108636,It slams the hive with one leg ,con una pata le da le da a la colmena con la pata , cl.c(5d):patas-moverse cl.m(5d):tocar-colmena cl.m(5d):pata cl.e(5d):colmena cl.m(5d):tocar-colmena B:cl.e(5d):COLMENA cl.c(5d):patas-moverse 
92,108666,109681,And the child,(Por otro lado) el niño,MIRAR SN:niño 
93,109681,112255, sees a hole in a tree trunk , ve un hueco en el tronco de un árbol,MIRAR cl.d(1):círculo-forma cl.e(B):CÍRCULO ÁRBOL cl.e(5):ÁRBOL cl.d(Oa):tronco 
94,112255,112627,(and wants) to peep inside,(quiere) mirar,MIRAR 
95,112627,113210,and puts his head inside,y mete la cabeza dentro, cl.m(B):apoyarse-tronco 
96,113210,114601,An owl comes out from within,Un búho sale de dentro, RAPAZ^VOLAR cl.c(O):OJOS-acercarse 
97,114601,115029,and frightens (the boy).,(y) asusta (al niño), ASUSTAR 
98,115029,116776,who falls from the tree to the ground,(que) cae del árbol al suelo,cl.e(2d):PERSONA-caer+de-tronco cl.e(5):TRONCO ACABAR 
99,116806,117822,The dog which was playing with the hive,El perro que estaba jugando con la colmena,PERRO VER cl.m(5d):tocar-colmena 
100,117822,118480,is frightened,se asusta, G(5)(2M):asustarse 
101,118480,119405,because a swarm starts to leave the hive,porque empieza a salir un enjambre de la colmena, cl.d(5d):avispas-desplazarse 
102,119405,120112,wasps swarm out,salen avispas,cl.e(Lc):avispas-desplazarse cl.d(Lc):avispas-desplazarse 
103,120112,122751,The dog runs in terror,el perro corre despavorido,PERRO cl.c(B):patas-correr SN:perro cl.c(B):patas-correr 
104,122751,124108,and flees the place,y huye del lugar,cl.e(1):PERRO-alejarse-localización cl.e(Bh):LOCALIZACIÓN 
105,124153,126134,The boy moves away from the [owl’s] nest,El niño se aleja del sitio [del búho],INDX SN:niño cl.e(2d):PERSONA-alejarse-suelo cl.e(Bh):SUELO 
106,126134,127597,He sees a large stone,ve una piedra grande, PIEDRA cl.d(C):piedra-forma B:cl.d(C):piedra-forma MIRAR 
107,127597,128476,still annoyed,(aún estaba) molesto,RABIA B:cl.d(C):piedra-forma 
108,128488,130033,(because) the owl had besieged him,(porque) el búho lo había asediado,INDX RAPAZ^VOLAR cl.e(2d):BÚHO-acercarse 
109,130033,130815,and he had left fleeing,(y se había ido) volando, VOLAR 
110,130815,131586,and he was annoyed,(y estaba) fastidiado,INDX B G(1):fastidio B 
111,131586,134386,(Then) he sees branches arranged like a fan (opposite him),(Entonces) ve unas ramas en abanico (enfrente),MIRAR cl.d(Lc):rama-forma cl.e(4):RAMAS-fila 
112,134398,135040,He grabs the branches,agarra las ramas, cl.m(5&amp;gt;A):agarrar-rama 
113,135040,135311,(and from there) looks,(y desde ahí) mira,MIRAR B:cl.m(A):agarrar-rama 
114,135311,136086,and screams,(y) grita,GRITAR2 B:cl.m(A):agarrar-rama 
115,136086,137586,"""Frog where are you?""","""Rana ¿dónde estás?""", RANA SN:rana DÓNDE 
116,137586,138477,and screams,grita,GRITAR2 
117,138477,139259,(suddenly) the branches begin to move,(De repente) las ramas empiezan a moverse, cl.m(A):agarrar-ramas 
118,139259,139980,(The child) is astonished with this,(el niño) se queda en blanco con aquello, MENTE-APAGADA INDX 
119,139980,141986,It was a deer,(que era) un ciervo, CIERVO cl.d(5):cuernos-tamaño 
120,142052,143206,(The boy) falls.,(El niño) se cae,cl.e(2d):PERSONA-caer+de-suelo cl.e(Bh):SUELO cl.e(2d):PERSONA-caer-ciervo cl.e(Bh):CIERVO 
121,143206,143762,falls on the head of the deer,cae en la cabeza del ciervo,cl.e(2d):PERSONA-caer-cabeza 
122,143785,145986, The deer starts running, El ciervo (empieza a) correr, cl.d(5):cuernos-tamaño cl.c(A):patas-correr 
123,146016,147262,The dog (follows them in parallel) barking:,El perro (los sigue en paralelo) gritando:,PERRO GRITAR2 
124,147262,148149,"""Child [his sign] come/down""","""niño [su signo] ven/bájate""",SN:niño VENIR2 
125,148149,149022,"and screams: ""Child [his sign]""","Le grita: ""niño [su signo]""",GRITAR2 SN:niño 
126,149022,150330,The deer runs (furiously),El ciervo corre (enfurecido), cl.c(A):patas-correr CIERVO 
127,150330,150781,and down there,(y allí abajo),MIRAR 
128,150781,151405,when the deer stops suddenly,al frenar el ciervo, cl.c(B):patas-frenar 
129,151405,152956,the child falls to the ground,cae el niño,cl.e(2d):PERSONA-caer 
130,152996,153416,and is stunned.,(que se queda) atónito., MENTE-APAGADA 
131,153416,153837,(falling from the top),(Desde lo alto),MIRAR 
132,153837,155563,The two fall down,caen los dos,cl.e(Ap&amp;gt;2d):PERRO-caer+con-persona cl.e(Ap&amp;gt;2d):PERSONA-caer+con-perro 
133,155563,156507,into the water,caen al agua,AGUA cl.d(5):agua-ascender 
134,156507,157319,and get completely wet.,y se mojan completamente., cl.d(A&amp;gt;5):agua-descender 
135,157360,159025,The child hears something,El niño escucha algo,INDX ESCUCHAR(2) INDX G(5):calma 
136,159025,159484,Listen [something],escucha [algo],ESCUCHAR(2) B:G(5):calma 
137,159484,161281,"""(is coming) from that fallen tree""","""(viene) de ese árbol caído""", ÁRBOL cl.e(5):ÁRBOL-caer ESCUCHAR(2) INDX 
138,161450,162089,Listen!,(lo vuele) escuchar,ESCUCHAR2 INDX 
139,162089,162462,(The dog) barks,(el perro) ladra,GRITAR2 
140,162469,163356,"""Shhh! Wait""","""¡Shhh! espera""",SILENCIO ESPERAR2 
141,163371,164709,"""Dog [his sign] silence wait""","""Perro [su signo] silencio espera""", SN:perro SILENCIO ESPERAR2 
142,164709,165462,"""Wait!""","""Espera""", ESPERAR2(2M) 
143,165462,166153,"""Silence""","""Silencio""",SILENCIO ESPERAR2 
144,166153,167266,(The child) sees something (in the distance),(El niño) ve algo (a lo lejos),MIRAR 
145,167266,167946,There it was,Allí (estaba),INDX 
146,167946,168499,Incredible,Increíble, MENTE-APAGADA 
147,168499,170657,The frog [its sign] was there,la rana  [su signo] estaba allí, RANA INDX SN:rana HABER 
148,170657,172458,It was with its partner,(está) con su pareja, cl.e(1):RANA-con-rana PAREJA 
149,172458,174649,and their children,y sus hijos, HIJO HOMBRE PEQUEÑO2(2M) G(5)(2M):evidencia 
150,174649,175751,There in a row,(allí) en fila, cl.e(2d):RANAS-fila 
151,175751,177319,The dog [his sign] sees them,El perro [su signo] las ve, G(Bd)(2M):ilativo SN:perro MIRAR 
152,177319,178315,and is happy.,(y se pone) contento.,CONTENTO 
153,178315,179416,The child [his sign] sees them,El niño [su signo] las ve,INDX HOMBRE SN:niño MIRAR 
154,179416,180074,and is happy.,(y se pone) contento.,CONTENTO 
155,180074,181010,Picks the frog gently,Coge (la rana) con delicadeza,cl.m(Qa):coger-rana cl.m(Bd):coger-rana 
156,181010,184018,and returns home happily.,(y) vuelve a casa feliz., VOLVER CASA FELIZ 
1,610,1288,Can I start?,¿Empiezo?, EMPEZAR 
2,2899,4604,(In an) orchard,(En una) arboleda,cl.e(5):ÁRBOL-fila-suelo cl.e(Bh):SUELO 
3,5316,6116,(there is) a man,(hay un) hombre,HOMBRE PERSONA 
4,6116,7147,wearing a hat,con un sombrero, cl.d(Xa):sombrero 
5,7147,8025,and a scarf on his neck,una pañoleta en el cuello, PAÑOLETA 
6,8025,9044,and an apron,y un delantal, cl.d(Xa):tira-delantal 
7,9044,10407,with a pocket,con un bolsillo, hhh cl.d(L&amp;gt;B):bolsillo-delantal 
8,10407,11712,(to) keep things in,(para) guardar cosas, COSA ARROJAR(2Msu) 
9,11712,12650,[The apron] is tied at the back.,atado [el delantal] a la espalda., cl.m(Xc):atar-delantal 
10,13465,15407,(There is) a ladder up the tree.,(Hay) una escalera hasta un árbol.,cl.e(2d):ESCALERA-sobre-suelo cl.e(Bh):SUELO cl.e(5):ÁRBOL-sobre-suelo cl.e(Bh):SUELO 
11,15837,18933,The man (is) working picking pears,El hombre (está) trabajando en las peras.,HOMBRE PERSONA TRABAJAR PERA4(Q) 
12,19831,20978,How (does) he (work)?,(Esta) persona cómo (hace),PERSONA CÓMO cl.c(X):PIERNA 
